text:dietary capsules	sent:0	dietary capsules	[capsules|NP][dietary|ADJP][capsule|NP]
text:dietary supplement	sent:0	dietary supplement	[dietary|ADJP][supplement|NP][dietary supplement|NP]
text:dietetic foods, food supplements, fortified foods	sent:0	dietetic foods, food supplements, fortified foods	[fortified foods|VP][food supplement|NP][food supplements|NP][supplements|NP][food supplement|NP][dietetic|ADJP][fortified|VP][foods|NP][food supplements|NP][supplement|NP][food|NP]
text:dipping sauce	sent:0	dipping sauce	[dip|ADJP][dipping sauce|NP][dipping|ADJP][sauce|NP][dip sauce|NP]
text:donuts	sent:0	donuts	[donut|NP][donuts|NP]
text:dressing sauces	sent:0	dressing sauces	[sauce|NP][sauces|NP]
text:dried almonds	sent:0	dried almonds	[dried|ADJP][almonds|NP][almond|NP][dry|ADJP]
text:dried anchovies	sent:0	dried anchovies	[dried|ADJP][anchovy|NP][anchovies|NP][dry|ADJP]
text:dried apples	sent:0	dried apples	[dried|ADJP][apples|NP][apple|NP][dry|ADJP]
text:dried apricots	sent:0	dried apricots	[dried|ADJP][apricot|NP][apricots|NP][dry|ADJP]
text:dried beans	sent:0	dried beans	[dried|ADJP][beans|NP][bean|NP][dry|ADJP]
text:dried beef meat	sent:0	dried beef meat	[meat|NP][dried|VP][dry|VP]
text:dried brown beans	sent:0	dried brown beans	[beans|NP][bean|NP][brown|ADJP][dry|VP][dried|VP]
text:dried chilli peppers	sent:0	dried chilli peppers	[pepper|NP][chilli pepper|NP][chilli|NP][chilli pepper|NP][dry|VP][dried|VP][chilli peppers|NP][peppers|NP][chilli peppers|NP]
text:dried coconut	sent:0	dried coconut	[coconut|NP][dried|VP][dry|VP]
text:dried cranberries	sent:0	dried cranberries	[dried|ADJP][cranberries|NP][cranberry|NP][dry|ADJP]
text:dried elder berries	sent:0	dried elder berries	[dry|VP][berry|NP][berries|NP][dried|VP]
text:dried figs	sent:0	dried figs	[dried figs|NP][figs|NP][fig|NP][dry|ADJP][dried|ADJP]
text:dried fruit in jars	sent:0	dried fruit in jars	[jar|NP][dry|VP][jars|NP][dried|VP][fruit|NP]
text:dried fruit mix	sent:0	dried fruit mix	[mix|NP][dried|VP][dry|VP]
text:dried fruits with chocolate	sent:0	dried fruits with chocolate	[dry|VP][chocolate|NP][dried|VP][fruits|NP][fruit|NP]
text:dried fruits	sent:0	dried fruits	[fruits|NP][dry fruit|NP][dried fruits|NP][dry|ADJP][dried|ADJP][fruit|NP]
text:dried garlic	sent:0	dried garlic	[garlic|NP][dried|VP][dry|VP]
text:dried herb powder ashwagandha (withania somnifera)	sent:0	dried herb powder ashwagandha (withania somnifera)	[ashwagandha|NP][withania|NP][dry|VP][dried|VP][powder|NP][herb|NP]
text:dried lilies	sent:0	dried lilies	[dried|ADJP][lily|NP][lilies|NP][dry|ADJP]
text:dried mushrooms	sent:0	dried mushrooms	[dried|ADJP][mushroom|NP][mushrooms|NP][dry|ADJP]
text:dried pangash	sent:0	dried pangash	[dried|VP][dry|VP]
text:dried plums	sent:0	dried plums	[plum|NP][plums|NP][dry|ADJP][dried|ADJP][dried plums|NP]
text:dried pork sausages	sent:0	dried pork sausages	[sausages|NP][dry|VP][sausage|NP][pork|NP][dried|VP]
text:dried sausage	sent:0	dried sausage	[dried sausage|NP][sausage|NP][dried sausage|NP]
text:dried shitake mushrooms (lentinula edodes)	sent:0	dried shitake mushrooms (lentinula edodes)	[lentinula edodes|NP][mushroom|NP][mushrooms|NP][shitake|ADJP][lentinula edodes|NP][dry|VP][dried|VP]
text:dried shrimp noodles	sent:0	dried shrimp noodles	[noodle|NP][shrimp|NP][dry|VP][dried|VP][noodles|NP]
text:dried strawberries	sent:0	dried strawberries	[dried|ADJP][strawberry|NP][strawberries|NP][dry|ADJP]
text:drink powder	sent:0	drink powder	[drink|VP][powder|NP]
text:drinking chocolate powder	sent:0	drinking chocolate powder	[chocolate|NP][drinking|VP][powder|NP]
text:dry ham	sent:0	dry ham	[ham|NP][dry|ADJP]
text:dry sausage	sent:0	dry sausage	[sausage|NP][dry|ADJP]
text:duck	sent:0	duck	[duck|NP]
text:dumplings	sent:0	dumplings	[dumpling|NP][dumplings|NP]
text:edam cheese	sent:0	edam cheese	[edam cheese|NP][edam cheese|NP][edam|NP][cheese|NP]
text:egg products	sent:0	egg products	[product|NP][products|NP][egg products|NP][egg|NP][egg products|NP]
text:egg rolls	sent:0	egg rolls	[egg rolls|NP][egg roll|NP][egg rolls|NP][egg roll|NP][egg|NP][roll|NP][rolls|NP]
text:egg salad with ham	sent:0	egg salad with ham	[salad|NP][ham|NP][egg salad|NP][egg salad|NP][egg|NP]
text:eggplants	sent:0	eggplants	[eggplant|NP][eggplants|NP]
text:eggs and egg products	sent:0	eggs and egg products	[eggs|NP][product|NP][products|NP][egg products|NP][egg|NP][egg|NP][egg products|NP]
text:eggs	sent:0	eggs	[egg|NP][eggs|NP]
text:emulsifiers, stabilizers, thickeners and gelling agents	sent:0	emulsifiers, stabilizers, thickeners and gelling agents	[thickener|NP][stabilizer|NP][stabilizers|NP][emulsifier|NP][agent|NP][emulsifiers|NP][agents|NP][thickeners|NP][gelling agents|NP]
text:energy and protein bars	sent:0	energy and protein bars	[protein bars|NP][energy|NP][bar|NP][protein bars|NP][bars|NP][protein|NP]
text:energy drink	sent:0	energy drink	[drink|NP][energy drink|NP][energy|NP][energy drink|NP]
text:fajita meal	sent:0	fajita meal	[fajita|NP][meal|NP]
text:fats and oils	sent:0	fats and oils	[fat|NP][fats and oils|NP][fats|NP][oil|NP][oils|NP]
text:feed materials	sent:0	feed materials	[material|NP][materials|NP]
text:fennel seeds	sent:0	fennel seeds	[seeds|NP][fennel|NP][seed|NP]
text:fermented beef meat	sent:0	fermented beef meat	[beef|NP][meat|NP][fermented|VP][ferment|VP]
text:fermented milk product	sent:0	fermented milk product	[milk product|NP][ferment|VP][milk product|NP][fermented|VP][milk|NP][product|NP]
text:feta cheese	sent:0	feta cheese	[feta|NP][feta cheese|NP][cheese|NP][feta cheese|NP]
text:filled chocolate	sent:0	filled chocolate	[filled chocolate|VP][chocolate|NP][fill|VP][filled|VP]
text:fish and fish products	sent:0	fish and fish products	[products|NP][fish|NP][product|NP]
text:fish products	sent:0	fish products	[fish|NP][products|NP][product|NP]
text:fish roe	sent:0	fish roe	[fish roe|NP][fish roe|NP][roe|NP][fish|NP]
text:fish sauce	sent:0	fish sauce	[sauce|NP][fish|NP][fish sauce|NP][fish sauce|NP]
text:flavoured drinks	sent:0	flavoured drinks	[flavoured|ADJP][drinks|NP][flavour|ADJP][drink|NP]
text:flavoured fresh and creamy cheese spread	sent:0	flavoured fresh and creamy cheese spread	[spread|NP][flavour|VP][cheese|NP][flavoured|VP][fresh|ADJP][creamy|ADJP][cheese spread|NP]
text:flavoured milk	sent:0	flavoured milk	[flavoured|ADJP][milk|NP][flavour|ADJP]
text:flavoured potato chips	sent:0	flavoured potato chips	[flavour|ADJP][chips|NP][potato chips|NP][chip|NP][potato|NP][flavoured|ADJP][potato chip|NP]
text:flavoured soft drink	sent:0	flavoured soft drink	[flavour|VP][soft drink|NP][soft|ADJP][drink|NP][flavoured|VP]
text:flavoured whey protein preparations	sent:0	flavoured whey protein preparations	[preparations|NP][flavour|ADJP][protein|NP][whey|NP][flavoured|ADJP][preparation|NP]
text:flavours	sent:0	flavours	[flavours|NP]
text:flaxseed	sent:0	flaxseed	[flaxseed|ADJP]
text:flounders, halibuts, soles	sent:0	flounders, halibuts, soles	[soles|VP][halibuts|NP][flounders|NP][flounder|NP]
text:flour	sent:0	flour	[flour|NP]
text:foie gras	sent:0	foie gras	[foie|ADJP]
text:food supplement	sent:0	food supplement	[food|NP][food supplement|NP][food supplement|NP][supplement|NP]
text:french beans / green beans	sent:0	french beans / green beans	[green beans|NP][green bean|NP][beans|NP][bean|NP][french|ADJP][french beans|NP][green|ADJP]
text:french toast	sent:0	french toast	[french toast|NP][toast|NP][french|ADJP]
text:fresh apples	sent:0	fresh apples	[apples|NP][apple|NP][fresh|ADJP]
text:fresh beef meat	sent:0	fresh beef meat	[beef|NP][meat|NP][fresh|ADJP]
text:fresh beef	sent:0	fresh beef	[beef|NP][fresh|ADJP]
text:fresh broccoli	sent:0	fresh broccoli	[broccoli|NP][fresh|ADJP]
text:fresh cheese	sent:0	fresh cheese	[cheese|NP][fresh cheese|NP][fresh|ADJP]
text:fresh cut vegetables	sent:0	fresh cut vegetables	[cut|NP][cut vegetables|NP][vegetables|NP][fresh|ADJP][vegetable|NP]
text:fresh dough	sent:0	fresh dough	[dough|NP][fresh|ADJP]
text:fresh goat cheese	sent:0	fresh goat cheese	[cheese|NP][goat|NP][goat cheese|NP][fresh|ADJP]
text:fresh lychees	sent:0	fresh lychees	[lychee|NP][lychees|NP][fresh|ADJP]
text:fresh mushrooms	sent:0	fresh mushrooms	[mushroom|NP][mushrooms|NP][fresh|ADJP]
text:fresh parsley	sent:0	fresh parsley	[parsley|NP][fresh|ADJP]
text:fresh pork leg	sent:0	fresh pork leg	[pork|NP][leg|NP][fresh|ADJP]
text:fresh pork loin	sent:0	fresh pork loin	[pork loin|NP][loin|NP][pork|NP][fresh|ADJP]
text:fresh pork	sent:0	fresh pork	[pork|NP][fresh|ADJP]
text:fresh poultry and poultry prepations	sent:0	fresh poultry and poultry prepations	[poultry|ADJP][fresh|ADJP]
text:fresh processed beef meat products	sent:0	fresh processed beef meat products	[process|ADJP][beef|VP][product|NP][products|NP][meat|NP][fresh|ADJP][processed|ADJP]
text:fresh vegetables	sent:0	fresh vegetables	[vegetables|NP][fresh|ADJP][vegetable|NP][fresh vegetables|NP][fresh vegetable|NP]
text:frozen beef lasagne	sent:0	frozen beef lasagne	[beef|NP][lasagne|NP][frozen|ADJP]
text:frozen beef patties	sent:0	frozen beef patties	[patties|NP][beef|NP][patty|NP][frozen|ADJP]
text:frozen beef products	sent:0	frozen beef products	[product|NP][beef products|NP][products|NP][frozen|ADJP][beef|NP]
text:frozen beef tongue	sent:0	frozen beef tongue	[tongue|NP][beef|NP][beef tongue|NP][frozen|ADJP]
text:frozen beef trimmings	sent:0	frozen beef trimmings	[beef|NP][trimmings|NP][frozen|ADJP]
text:frozen beef	sent:0	frozen beef	[beef|NP][frozen|ADJP]
text:frozen berries mix	sent:0	frozen berries mix	[mix|NP][berry|NP][berries|NP][frozen|ADJP]
text:frozen boneless beef	sent:0	frozen boneless beef	[beef|NP][frozen|ADJP]
text:frozen bourbon ribs	sent:0	frozen bourbon ribs	[bourbon|NP][frozen|ADJP][ribs|NP]
text:frozen breaded turkey	sent:0	frozen breaded turkey	[turkey|NP][frozen|VP]
text:frozen broccoli	sent:0	frozen broccoli	[broccoli|NP][frozen|ADJP]
text:frozen burger buns	sent:0	frozen burger buns	[burger|NP][bun|NP][frozen|ADJP][buns|NP]
text:frozen burgers	sent:0	frozen burgers	[frozen|ADJP]
text:frozen chicken strips with tendons	sent:0	frozen chicken strips with tendons	[tendons|NP][strips|NP][chicken strips|NP][chicken|NP][strip|NP][frozen|ADJP][tendon|NP]
text:frozen chicken wings	sent:0	frozen chicken wings	[chicken|NP][wing|NP][wings|NP][chicken wings|NP][frozen|ADJP][chicken wing|NP]
text:frozen chicken	sent:0	frozen chicken	[chicken|NP][frozen|ADJP]
text:frozen cod fillets	sent:0	frozen cod fillets	[cod|NP][fillets|NP][frozen|ADJP][fillet|NP]
text:frozen cooked lobster meat	sent:0	frozen cooked lobster meat	[cook|VP][cooked|VP][meat|NP][frozen|ADJP][lobster meat|NP]
text:frozen diced chicken roast	sent:0	frozen diced chicken roast	[chicken|NP][roast|NP][frozen|ADJP]
text:frozen dumplings with pork	sent:0	frozen dumplings with pork	[pork|NP][dumplings|NP][frozen|ADJP][dumpling|NP]
text:frozen fish burgers	sent:0	frozen fish burgers	[fish|NP][frozen|ADJP]
text:frozen fish fillets	sent:0	frozen fish fillets	[fish|NP][fillets|NP][frozen|ADJP][fillet|NP]
text:frozen fish products	sent:0	frozen fish products	[fish|NP][products|NP][frozen|ADJP][product|NP]
text:frozen fried rice	sent:0	frozen fried rice	[fry|ADJP][rice|NP][fried|ADJP][frozen|ADJP]
text:frozen grated coconut	sent:0	frozen grated coconut	[coconut|ADJP][frozen|ADJP][grate|ADJP][grated|ADJP]
text:frozen green beans	sent:0	frozen green beans	[beans|NP][bean|NP][green|NP][green beans|NP][green bean|NP][frozen|ADJP]
text:frozen hamburgers	sent:0	frozen hamburgers	[hamburgers|NP][hamburger|NP][frozen|ADJP]
text:frozen hash browns	sent:0	frozen hash browns	[browns|NP][hash browns|NP][frozen|ADJP][hash|NP]
text:frozen leek	sent:0	frozen leek	[leek|NP][frozen|ADJP]
text:frozen lobster	sent:0	frozen lobster	[lobster|NP][frozen|ADJP]
text:frozen marinated beef	sent:0	frozen marinated beef	[marinated|ADJP][beef|NP][frozen|ADJP]
text:frozen marinated chicken	sent:0	frozen marinated chicken	[marinated|ADJP][chicken|NP][frozen|ADJP]
text:frozen pancakes	sent:0	frozen pancakes	[frozen pancakes|NP][pancakes|NP][frozen|ADJP][pancake|NP]
text:frozen peas	sent:0	frozen peas	[frozen peas|NP][peas|NP][pea|NP][frozen|ADJP]
text:frozen peppers	sent:0	frozen peppers	[peppers|NP][pepper|NP][frozen|ADJP]
text:frozen pie	sent:0	frozen pie	[pie|NP][frozen|ADJP]
text:frozen pizza	sent:0	frozen pizza	[frozen pizza|NP][pizza|NP][frozen|ADJP]
text:frozen pork meat	sent:0	frozen pork meat	[meat|NP][pork meat|NP][pork|NP][frozen|ADJP]
text:frozen pork preparations	sent:0	frozen pork preparations	[preparation|NP][preparations|NP][pork|NP][frozen|ADJP]
text:frozen pork ribs	sent:0	frozen pork ribs	[pork ribs|NP][pork|NP][frozen|ADJP][ribs|NP]
text:frozen pork trimmings	sent:0	frozen pork trimmings	[trimmings|NP][pork|NP][frozen|ADJP]
text:frozen potatoes	sent:0	frozen potatoes	[potatoes|NP][frozen|ADJP][potato|NP]
text:frozen poultry meat	sent:0	frozen poultry meat	[poultry meat|NP][meat|NP][frozen|ADJP][poultry|NP]
text:frozen poultry preparations	sent:0	frozen poultry preparations	[preparation|NP][preparations|NP][frozen|ADJP][poultry|NP]
text:frozen poultry products	sent:0	frozen poultry products	[products|NP][product|NP][frozen|ADJP][poultry|NP]
text:frozen poultry	sent:0	frozen poultry	[frozen|ADJP][poultry|NP]
text:frozen prepared dish of chicken tikka masala with pilau rice	sent:0	frozen prepared dish of chicken tikka masala with pilau rice	[masala|NP][tikka|NP][rice|NP][prepared|ADJP][chicken|NP][frozen|ADJP][dish|NP][pilau|ADJP][prepare|ADJP]
text:frozen raw ground beef	sent:0	frozen raw ground beef	[beef|NP][frozen|VP][raw|ADJP]
text:frozen ready to cook chicken	sent:0	frozen ready to cook chicken	[chicken|NP][frozen|ADJP][ready|ADJP][cook|VP][cook chicken|VP]
text:frozen ready to eat products	sent:0	frozen ready to eat products	[products|NP][eat|VP][product|NP][frozen|ADJP][ready|ADJP]
text:frozen sausage rolls	sent:0	frozen sausage rolls	[sausage rolls|NP][roll|NP][frozen|ADJP][sausage roll|NP][rolls|NP][sausage|NP]
text:frozen sausages	sent:0	frozen sausages	[sausage|NP][sausages|NP][frozen|ADJP]
text:frozen seafood	sent:0	frozen seafood	[seafood|NP][frozen|ADJP]
text:frozen seasoned potato wedges	sent:0	frozen seasoned potato wedges	[wedge|NP][potato|NP][frozen|ADJP][wedges|NP]
text:frozen sliced coconut	sent:0	frozen sliced coconut	[slice|ADJP][frozen|ADJP][sliced|ADJP][coconut|ADJP]
text:frozen spicy chicken wings	sent:0	frozen spicy chicken wings	[spicy|NP][chicken|NP][wing|NP][frozen|ADJP][wings|NP]
text:frozen spinach	sent:0	frozen spinach	[spinach|NP][frozen|ADJP]
text:frozen spring rolls	sent:0	frozen spring rolls	[spring roll|NP][spring rolls|NP][roll|NP][frozen|ADJP][spring|NP][rolls|NP]
text:frozen strawberry	sent:0	frozen strawberry	[strawberry|NP][frozen|ADJP]
text:frozen vegetables mix	sent:0	frozen vegetables mix	[vegetables|NP][vegetable|NP][frozen|ADJP][mix|NP][frozen vegetables|NP]
text:frozen vegetables	sent:0	frozen vegetables	[vegetables|NP][frozen vegetables|NP][vegetable|NP][frozen|ADJP]
text:frozen vegetarian cutlet	sent:0	frozen vegetarian cutlet	[vegetarian|NP][cutlet|NP][frozen|ADJP]
text:frozen whole fish	sent:0	frozen whole fish	[whole|ADJP][fish|NP][frozen|ADJP]
text:fruit bars	sent:0	fruit bars	[fruit|NP][bar|NP][bars|NP]
text:fruit juice smoothie	sent:0	fruit juice smoothie	[fruit|NP][juice|NP][fruit juice|NP][fruit juice|NP][smoothie|VP]
text:fruit juice	sent:0	fruit juice	[fruit|NP][fruit juice|NP][juice|NP][fruit juice|NP]
text:fruit mix	sent:0	fruit mix	[fruit|NP][mix|NP]
text:fruit pies	sent:0	fruit pies	[fruit|NP][pies|NP][pie|NP]
text:fruit punch	sent:0	fruit punch	[fruit|NP][fruit punch|NP][punch|NP][fruit punch|NP]
text:fruit salad with cantaloupe	sent:0	fruit salad with cantaloupe	[fruit|NP][salad|NP][fruit salad|NP][cantaloupe|NP][fruit salad|NP]
text:fruit salad	sent:0	fruit salad	[fruit|NP][fruit salad|NP][salad|NP][fruit salad|NP]
text:fruit snacks	sent:0	fruit snacks	[fruit|NP][snack|NP][snacks|NP]
text:fruits and vegetables	sent:0	fruits and vegetables	[fruits|NP][vegetables and fruits|NP][fruits and vegetables|NP][vegetables|NP][vegetable|NP][fruit|NP]
text:garlic pickle	sent:0	garlic pickle	[pickle|NP][garlic|ADJP][garlic pickle|NP]
text:garlic powder	sent:0	garlic powder	[garlic|ADJP][powder|NP]
text:garlic sausage	sent:0	garlic sausage	[garlic sausage|NP][garlic|ADJP][sausage|NP]
text:ginger powder	sent:0	ginger powder	[ginger|NP][powder|NP]
text:ginger slices	sent:0	ginger slices	[slices|NP][slice|NP][ginger|NP]
text:gingerbread	sent:0	gingerbread	[gingerbread|ADJP]
text:ginseng powder	sent:0	ginseng powder	[ginseng|NP][powder|NP]
text:gluten free bread	sent:0	gluten free bread	[free|ADJP][bread|NP][gluten|VP]
text:gnocchi	sent:0	gnocchi	[gnocchi|NP]
text:goat cheese made from raw milk	sent:0	goat cheese made from raw milk	[make|VP][made from|VP][cheese|NP][goat|NP][made|VP][goat cheese|NP][milk|NP][raw milk|NP][goat cheese|NP][raw|ADJP]
text:goat cheese	sent:0	goat cheese	[goat cheese|NP][cheese|NP][goat|NP][goat cheese|NP]
text:goat meat	sent:0	goat meat	[goat meat|NP][goat|NP][meat|NP][goat meat|NP]
text:goat milk	sent:0	goat milk	[goat|NP][milk|NP][milk goat|NP][milk goat|NP]
text:goji berries	sent:0	goji berries	[berry|NP][berries|NP][goji|ADJP][goji berries|NP]
text:golden enoki mushrooms	sent:0	golden enoki mushrooms	[enoki mushrooms|NP][mushroom|NP][mushrooms|NP][enoki|NP][golden|ADJP]
text:golden raisins/sultanas	sent:0	golden raisins/sultanas	[golden|ADJP]
text:gorgonzola cheese	sent:0	gorgonzola cheese	[cheese|NP][gorgonzola|NP]
text:gouda cheese	sent:0	gouda cheese	[gouda cheese|NP][gouda|NP][gouda cheese|NP][cheese|NP]
text:gouda	sent:0	gouda	[gouda|NP]
text:granola	sent:0	granola	[granola|NP]
text:grapes	sent:0	grapes	[grapes|NP][grape|NP]
text:grated cheese mixture	sent:0	grated cheese mixture	[grate|VP][cheese|NP][mixture|NP][grated|VP]
text:grated cheese	sent:0	grated cheese	[grated cheese|NP][cheese|NP][grate|ADJP][grated|ADJP]
text:grated coconut	sent:0	grated coconut	[coconut|NP][grate|ADJP][grated|ADJP]
text:gravy granules	sent:0	gravy granules	[granules|NP][gravy|NP]
text:gravy mix	sent:0	gravy mix	[mix|NP][gravy|NP]
text:green basil pesto	sent:0	green basil pesto	[pesto|NP][basil|ADJP][green|ADJP]
text:green bean	sent:0	green bean	[green|ADJP][green bean|NP][bean|NP]
text:green pesto basil sauce	sent:0	green pesto basil sauce	[pesto|NP][basil|NP][green|ADJP][sauce|NP]
text:green pesto	sent:0	green pesto	[pesto|NP][green|ADJP]
text:green raisins	sent:0	green raisins	[raisin|NP][green|ADJP][raisins|NP]
text:green tea	sent:0	green tea	[tea green|NP][green tea|NP][tea|NP][green|ADJP]
text:grilled seasoned chicken plate	sent:0	grilled seasoned chicken plate	[seasoned|ADJP][chicken|NP][grilled|ADJP][season|ADJP][grill|ADJP][plate|NP]
text:grissini breadsticks	sent:0	grissini breadsticks	[grissini|ADJP]
text:ground almonds	sent:0	ground almonds	[almonds|NP][almond|NP]
text:ground beef meat	sent:0	ground beef meat	[beef|NP][meat|NP][ground|VP]
text:ground beef	sent:0	ground beef	[beef|NP]
text:ground black pepper	sent:0	ground black pepper	[black|ADJP][black pepper|NP][pepper|NP][ground|VP]
text:ground hot pepper	sent:0	ground hot pepper	[hot pepper|NP][pepper|NP][hot|ADJP][ground|VP]
text:ground turmeric	sent:0	ground turmeric	[turmeric|NP]
text:guacamole	sent:0	guacamole	[guacamole|NP]
text:halloumi cheese	sent:0	halloumi cheese	[halloumi|ADJP][cheese|NP]
text:halva	sent:0	halva	[halva|NP]
text:ham slices	sent:0	ham slices	[slices|NP][ham|NP][slice|NP]
text:ham	sent:0	ham	[ham|NP]
text:hard cheese	sent:0	hard cheese	[hard cheese|NP][cheese|NP][hard|ADJP]
text:hazelnuts	sent:0	hazelnuts	[hazelnuts|NP]
text:hemp oil	sent:0	hemp oil	[oil|NP][hemp|NP]
text:hemp protein powder	sent:0	hemp protein powder	[protein|NP][powder|NP][hemp|VP]
text:hemp tea	sent:0	hemp tea	[tea|NP][hemp|NP]
text:herbal premix	sent:0	herbal premix	[herbal|ADJP][premix|NP]
text:herbal tea	sent:0	herbal tea	[herbal|ADJP][herbal tea|NP][tea|NP]
text:herbs	sent:0	herbs	[herbs|NP]
text:herring	sent:0	herring	[herring|NP][herre|NP]
text:high protein bars	sent:0	high protein bars	[bar|NP][protein bars|NP][bars|NP][high|ADJP][protein|NP]
text:honey	sent:0	honey	[honey|NP]
text:honeycomb	sent:0	honeycomb	[honeycomb|NP]
text:horseradish in jars	sent:0	horseradish in jars	[horseradish|VP][jars|NP][jar|NP]
text:horses	sent:0	horses	[horses|NP][horse|NP]
text:hot chicken wings	sent:0	hot chicken wings	[chicken|NP][hot|ADJP][wing|NP][chicken wings|NP][wings|NP][chicken wing|NP]
text:hot chilli and hot chilli products	sent:0	hot chilli and hot chilli products	[chilli|NP][products|NP][hot|ADJP][product|NP]
text:hot dog sausages	sent:0	hot dog sausages	[sausage|NP][dog|NP][hot|ADJP][sausages|NP]
text:hot dogs	sent:0	hot dogs	[hot dog|NP][hot|ADJP][dog|NP][dog's|NP][hot dogs|NP][dogs|NP]
text:ice cream	sent:0	ice cream	[ice cream|NP][ice|NP][ice cream|NP][cream|NP]
text:ice sticks	sent:0	ice sticks	[stick|VP][ice|NP][sticks|VP]
text:iced tea	sent:0	iced tea	[iced tea|NP][tea|NP][iced|ADJP]
text:ices and desserts	sent:0	ices and desserts	[desserts|NP][dessert|NP][ices|NP][ice|NP]
text:indian curry	sent:0	indian curry	[indian|NP][indian curry|NP][curry|NP][indian curry|NP]
text:infant formula	sent:0	infant formula	[formula|NP][infant|ADJP][infant formula|NP]
text:instant cereal	sent:0	instant cereal	[cereal|NP][instant|ADJP]
text:instant coffee	sent:0	instant coffee	[coffee|NP][instant coffee|NP][instant|ADJP]
text:instant drink/drinking powder	sent:0	instant drink/drinking powder	[powder|NP][instant|ADJP]
text:instant noodles	sent:0	instant noodles	[instant noodle|NP][noodle|NP][instant|ADJP][instant noodles|NP][noodles|NP]
text:jam	sent:0	jam	[jam|NP]
text:jellies	sent:0	jellies	[jellies|NP]
text:jerky products	sent:0	jerky products	[products|NP][product|NP][jerky|ADJP]
text:juice drink	sent:0	juice drink	[drink juice|VP][drink|VP][juice|NP][juice drink|VP]
text:juices	sent:0	juices	[juice|NP][juices|NP]
text:kale	sent:0	kale	[kale|NP]
text:ketchup	sent:0	ketchup	[ketchup|NP]
text:lamb	sent:0	lamb	[lamb|NP]
text:lasagne	sent:0	lasagne	[lasagne|NP]
text:lemon juice	sent:0	lemon juice	[juice|NP][lemon|ADJP][lemon juice|NP]
text:lemonade (lemon soda)	sent:0	lemonade (lemon soda)	[lemonade|NP][lemon|ADJP][lemon soda|NP][soda|NP]
text:lemons	sent:0	lemons	[lemon|NP][lemons|NP]
text:lentils stew	sent:0	lentils stew	[lentil|ADJP][lentils|ADJP][stew|NP]
text:lentils	sent:0	lentils	[lentils|NP][lentil|NP]
text:lettuce	sent:0	lettuce	[lettuce|NP]
text:lime	sent:0	lime	[lime|NP]
text:limes	sent:0	limes	[lime|NP][limes|NP]
text:liquid egg white	sent:0	liquid egg white	[liquid|ADJP][white|NP][egg|NP][egg white|NP]
text:liquid food supplement	sent:0	liquid food supplement	[food|NP][liquid|ADJP][food supplement|NP][supplement|NP]
text:liquorice	sent:0	liquorice	[liquorice|NP]
text:lobster	sent:0	lobster	[lobster|NP]
text:lollipops	sent:0	lollipops	[lollipop|NP][lollipops|NP]
text:long grain rice	sent:0	long grain rice	[rice|NP][grain|NP][grain rice|NP][grain rice|NP][rice grain|NP][rice grain|NP]
text:loose smoked whole chickens	sent:0	loose smoked whole chickens	[whole|NP][chickens|NP][chicken|NP][loose|ADJP]
text:luncheon meat	sent:0	luncheon meat	[luncheon meat|NP][luncheon|NP][meat|NP][luncheon meat|NP]
text:lupin seeds	sent:0	lupin seeds	[seeds|NP][lupin|ADJP][seed|NP]
text:macadamia nuts	sent:0	macadamia nuts	[nuts|NP][macadamia|ADJP][macadamia nuts|NP]
text:mackerel	sent:0	mackerel	[mackerel|NP]
text:maize	sent:0	maize	[maize|NP]
text:mango	sent:0	mango	[mango|NP]
text:margarine	sent:0	margarine	[margarine|NP]
text:marinated chicken meat	sent:0	marinated chicken meat	[chicken meat|NP][chicken|NP][meat|NP][chicken meat|NP][marinated|VP]
text:marzipan	sent:0	marzipan	[marzipan|NP]
text:masala spice mix	sent:0	masala spice mix	[masala|ADJP][mix|NP][spice|NP]
text:mashed chickpeas (hummus)	sent:0	mashed chickpeas (hummus)	[chickpeas|NP][mashed|ADJP][mash|ADJP]
text:massala spice mixture	sent:0	massala spice mixture	[spice|NP][mixture|NP]
text:mayonnaise	sent:0	mayonnaise	[mayonnaise|NP]
text:meal replacement	sent:0	meal replacement	[meal|NP][replacement|NP]
text:meat and meat products (other than poultry)	sent:0	meat and meat products (other than poultry)	[poultry|NP][products|NP][meat|NP][product|NP]
text:meat broth	sent:0	meat broth	[meat broth|NP][broth|NP][meat broth|NP][meat|NP]
text:meat loaf	sent:0	meat loaf	[meat|NP][meat loaf|NP][meat loaf|NP][loaf|NP]
text:meat preparations	sent:0	meat preparations	[preparation|NP][preparations|NP][meat|NP]
text:meat samosas, vegetable samosas, chicken samosas and meat spring rolls	sent:0	meat samosas, vegetable samosas, chicken samosas and meat spring rolls	[vegetable|NP][chicken|NP][meat|NP][roll|NP][spring|NP][rolls|NP]
text:meat, egg and dairy products	sent:0	meat, egg and dairy products	[product|NP][products|NP][dairy product|NP][meat|NP][egg|NP][dairy products|NP][dairy|NP]
text:meatloaf	sent:0	meatloaf	[meatloaf|NP]
text:mechanically separated chicken meat	sent:0	mechanically separated chicken meat	[chicken|ADJP][separated|ADJP][separate|ADJP][meat|NP]
text:melon seeds	sent:0	melon seeds	[melon|ADJP][seed|NP][melon seed|NP][seeds|NP][melon seeds|NP]
text:melons	sent:0	melons	[melon|NP][melons|NP]
text:milk and milk products	sent:0	milk and milk products	[products|NP][milk|VP][product|NP]
