year,month,day,country,title,text,extracted_terms,hazard-category,product-category,hazard,product
1997,11,9,us,Recall Notification: FSIS-018-97,"Case Number: 018-97  Recall Notification Report:  N
    
            Date Opened: 09/11/1997   
            Date Closed: 09/11/1997 
    
            Recall Class:  1   
            Press Release (Y/N):   
            Y
    
            Domestic Est. Number:  N/A   
              Name:  GREAT VALUE SUPERMARKET
    
            Imported Product (Y/N):  N       
            Foreign Estab. Number:  N/A
    
            City:  EMPORIA    
            State:  VA   
            Country:  USA
    
            Product:  GROUND BEEF
    
            Problem:  BACTERIA   
            Description: E. COLI O157:H7
    
            Total Pounds Recalled:  70   
            Pounds Recovered:  0","* Hazard
* Food
* Recall
* Notification

Hazards: 
* Contamination
* Microbial
* Chemical
* Physical

Food-related terms: 
* Food
* Food safety
* Hazardous
* Foodborne
* Food storage
* Food handling
* Food preparation
* Food safety inspection
* Food recall
* Food contamination

Note: The list only includes terms that are directly related to the title 'Recall Notification: FSIS-018-",biological,"meat, egg and dairy products",escherichia coli,ground beef
1997,12,8,us,Recall Notification: FSIS-015-97,"Case Number: 015-97  Recall Notification Report:  N
    
            Date Opened: 08/12/1997   
            Date Closed: 02/09/1999 
    
            Recall Class:  1   
            Press Release (Y/N):   
            Y
    
            Domestic Est. Number:  13569  M   
              Name:  Hudson Foods
    
            Imported Product (Y/N):  N       
            Foreign Estab. Number:  N/A
    
            City:  Columbus    
            State:  NE   
            Country:  USA
    
            Product:  GROUND BEEF
    
            Problem:  BACTERIA   
            Description: E. COLI O157:H7
    
            Total Pounds Recalled:  25,000,000   
            Pounds Recovered:  10,104,439","food, hazard, recall, notification, FSIS, FSIS-015-97, meat, poultry, fish, fishery, shrimp, shrimp fishing, shrimp processing, shrimp landing, shrimp landing area, shrimp fishing gear, shrimp landing gear, fishery management, fish processing, fish landing, fish processing facility, fish processing area, fishery management area, fishery, fishing gear, fishing industry, fishing gear industry, seafood, seafood industry, fish processing facility, seafood processing, seafood landing",biological,"meat, egg and dairy products",escherichia coli,ground beef
1997,12,9,us,Recall Notification: FSIS-017-97,"Case Number: 017-97  Recall Notification Report:  N
    
            Date Opened: 09/12/1997   
            Date Closed: 01/05/1998 
    
            Recall Class:  1   
            Press Release (Y/N):   
            Y
    
            Domestic Est. Number:  06431  M   
              Name:  BAVARIAN MEAT PRODUCTS
    
            Imported Product (Y/N):  N       
            Foreign Estab. Number:  N/A
    
            City:  SEATTLE    
            State:  WA   
            Country:  USA
    
            Product:  CERVELAT SEMI-DRY SAUSAGE
    
            Problem:  BACTERIA   
            Description: SALMONELLA
    
            Total Pounds Recalled:  450   
            Pounds Recovered:  696","Hazard, Food Safety, Recall, Notice, FSIS, Food Safety Inspection

Extracted terms:

* Hazard
* Food Safety
* Recall
* Notice
* FSIS (Federal Safety and Inspection Service)
* Food Safety Inspection

Note that the term ""Food Safety Inspection"" is a compound term, so it is included in the list of extracted terms.",biological,"meat, egg and dairy products",salmonella,sausage
1998,1,14,au,Balfour Wauchope—Cake with Icing,"PRA No. 1998/3436 Date published 14 Jan 1998 Product description Brands: Gibbs 400g, Sumners 350g & Foodlands 350g. Code Between 8002 And 8012. What are the defects? Rancid Taste In Icing. What are the hazards? Contamination. What should consumers do? Contact The Supplier Undertaking The Recall Action. Supplier Balfour Wauchope Pty Ltd Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery × Close","Balfour Wauchope, cake, icing, hazard, food, wauchope, Balfour, cake, icing

The word 'hazard' is the term that appears in the title.

The word 'food' appears twice in the title.

The word 'wauchope' appears twice in the title.

The word 'Balfour' appears twice in the title.",organoleptic aspects,cereals and bakery products,taste disturbance,cakes
1998,3,4,au,Hans Continental Smallgoods—Latvian Liverwurst,"PRA No. 1998/3492 Date published 4 Mar 1998 Product description Use By Date - 13 April 1998. Produced On 12 February 1998. 250gm Roll. Distributed Through All Major Supermarket Chains And Stores, For Example Coles And Woolworths. What are the defects? Possibility That Some Of The Product Has Only Been Partially Cooked. The Product Is Soft And Has An Off Smell When Opened. What are the hazards? Contamination. What should consumers do? Product Should Not Be Consumed. Any Consumers Of This Product Should Contact Their Doctor Immediately. For More Information Call 1800 060 909. Supplier Hans Continental Smallgoods Pty Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Meat, seafood and deli × Close","liverwurst, hazard, food-related, Latvian, Continental, smallgoods

Hazard-related terms: foodborne, risk, contamination

Food-related terms: liverwurst, smallgoods, Continental, Latvian, risk, hazard, foodborne

Additional terms: Continental, smallgoods, Latvian, risk, hazard, foodborne, liverwurst

Additional terms: hazard, foodborne, risk, food-related, Continental, smallgoods, Latvian, liver",organoleptic aspects,"meat, egg and dairy products",abnormal smell,Precooked cooked pork meat products
1998,3,24,us,Recall Notification: FSIS-011-98,"Case Number: 011-98  Recall Notification Report:   
            RNR011-98
    
            Date Opened: 04/24/1998   
            Date Closed: 08/31/1998 
    
            Recall Class:  2   
            Press Release (Y/N):  N
    
            Domestic Est. Number:  00138  P   
              Name:  Vlasic Foods International
    
            Imported Product (Y/N):         
            Foreign Estab. Number:  N/A
    
            City:  Fayetteville    
            State:  AR   
            Country:  USA
    
            Product:  Boneless Chicken Dinners
    
            Problem:  MISBRANDED   
            Description: UNDECLARED SUBSTANCE
    
            Total Pounds Recalled:  9,888   
            Pounds Recovered:  1,926","- Hazard
- Food safety
- Recall
- Notice
- FSIS (Food Safety and Inspection Service)
- Inspection

Extracted terms related to food safety and hazard: 

* Hazard
* Food safety
* Recall
* Notice
* Inspection 

These terms relate to the topic of food safety and are relevant to the FSIS (Food Safety and Inspection Service).",allergens,"meat, egg and dairy products",allergens,chicken
1998,3,26,ca,Archive - ALLERGY ALERT - UNDECLARED SOY PROTEIN AND SOY LECITHIN IN DUNCAN HINES WHITE CAKE MIX,"Newsroom > Food Recalls and Allergy Alerts > Archives 
This archive of previously issued food recalls and allergy alerts is provided for reference and research purposes.
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
The following information was transmitted to the news media today, March 26, 1998, by Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto.
FOR IMMEDIATE RELEASE
ALLERGY ALERT - UNDECLARED SOY PROTEIN AND SOY LECITHIN IN DUNCAN HINES WHITE CAKE MIX
Media Inquiries: Mary L. Murtha (416) 730-4705
Toronto, March 26, 1998 - Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto are warning people with Soybean allergies not to consume Duncan Hines White cake mix (lot code 8028E2, embossed on the top flap of the package, UPC 56100 10710)because the product label does not list ""Soy protein and soy lecithin"" as ingredients. No other Duncan Hines mixes are involved. This pertains only to product sold in Canada, and only people with soy allergies are affected.
There are 12,000 packages of Duncan Hines White Cake mix being recalled because they contain a different flavour of cake mix. As a result, there is undeclared Soy in the mix which may cause serious or life-threatening reactions in persons with Soy allergies. No illnesses have been reported to date as a result of this situation.
Duncan Hines is distributed by Procter & Gamble through national food retail stores in Canada. Retailers have been notified and any affected product is being removed from store shelves. The Canadian Food Inspection Agency has been notified. No products outside of Canada are involved.
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
This archive of previously issued food recalls and allergy alerts is provided for reference and research purposes.
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
The following information was transmitted to the news media today, March 26, 1998, by Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto.
FOR IMMEDIATE RELEASE
ALLERGY ALERT - UNDECLARED SOY PROTEIN AND SOY LECITHIN IN DUNCAN HINES WHITE CAKE MIX
Media Inquiries: Mary L. Murtha (416) 730-4705
Toronto, March 26, 1998 - Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto are warning people with Soybean allergies not to consume Duncan Hines White cake mix (lot code 8028E2, embossed on the top flap of the package, UPC 56100 10710)because the product label does not list ""Soy protein and soy lecithin"" as ingredients. No other Duncan Hines mixes are involved. This pertains only to product sold in Canada, and only people with soy allergies are affected.
There are 12,000 packages of Duncan Hines White Cake mix being recalled because they contain a different flavour of cake mix. As a result, there is undeclared Soy in the mix which may cause serious or life-threatening reactions in persons with Soy allergies. No illnesses have been reported to date as a result of this situation.
Duncan Hines is distributed by Procter & Gamble through national food retail stores in Canada. Retailers have been notified and any affected product is being removed from store shelves. The Canadian Food Inspection Agency has been notified. No products outside of Canada are involved.
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
Users should note that the products listed in the archive have been subject to removal from the marketplace or appropriate corrective action. Food recalls or allergy alerts are not an indication of the food safety status of products produced at a later date.
The following information was transmitted to the news media today, March 26, 1998, by Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto.
FOR IMMEDIATE RELEASE
ALLERGY ALERT - UNDECLARED SOY PROTEIN AND SOY LECITHIN IN DUNCAN HINES WHITE CAKE MIX
Media Inquiries: Mary L. Murtha (416) 730-4705
Toronto, March 26, 1998 - Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto are warning people with Soybean allergies not to consume Duncan Hines White cake mix (lot code 8028E2, embossed on the top flap of the package, UPC 56100 10710)because the product label does not list ""Soy protein and soy lecithin"" as ingredients. No other Duncan Hines mixes are involved. This pertains only to product sold in Canada, and only people with soy allergies are affected.
There are 12,000 packages of Duncan Hines White Cake mix being recalled because they contain a different flavour of cake mix. As a result, there is undeclared Soy in the mix which may cause serious or life-threatening reactions in persons with Soy allergies. No illnesses have been reported to date as a result of this situation.
Duncan Hines is distributed by Procter & Gamble through national food retail stores in Canada. Retailers have been notified and any affected product is being removed from store shelves. The Canadian Food Inspection Agency has been notified. No products outside of Canada are involved.
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
The following information was transmitted to the news media today, March 26, 1998, by Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto.
FOR IMMEDIATE RELEASE
ALLERGY ALERT - UNDECLARED SOY PROTEIN AND SOY LECITHIN IN DUNCAN HINES WHITE CAKE MIX
Media Inquiries: Mary L. Murtha (416) 730-4705
Toronto, March 26, 1998 - Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto are warning people with Soybean allergies not to consume Duncan Hines White cake mix (lot code 8028E2, embossed on the top flap of the package, UPC 56100 10710)because the product label does not list ""Soy protein and soy lecithin"" as ingredients. No other Duncan Hines mixes are involved. This pertains only to product sold in Canada, and only people with soy allergies are affected.
There are 12,000 packages of Duncan Hines White Cake mix being recalled because they contain a different flavour of cake mix. As a result, there is undeclared Soy in the mix which may cause serious or life-threatening reactions in persons with Soy allergies. No illnesses have been reported to date as a result of this situation.
Duncan Hines is distributed by Procter & Gamble through national food retail stores in Canada. Retailers have been notified and any affected product is being removed from store shelves. The Canadian Food Inspection Agency has been notified. No products outside of Canada are involved.
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
FOR IMMEDIATE RELEASE
ALLERGY ALERT - UNDECLARED SOY PROTEIN AND SOY LECITHIN IN DUNCAN HINES WHITE CAKE MIX
Media Inquiries: Mary L. Murtha (416) 730-4705
Toronto, March 26, 1998 - Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto are warning people with Soybean allergies not to consume Duncan Hines White cake mix (lot code 8028E2, embossed on the top flap of the package, UPC 56100 10710)because the product label does not list ""Soy protein and soy lecithin"" as ingredients. No other Duncan Hines mixes are involved. This pertains only to product sold in Canada, and only people with soy allergies are affected.
There are 12,000 packages of Duncan Hines White Cake mix being recalled because they contain a different flavour of cake mix. As a result, there is undeclared Soy in the mix which may cause serious or life-threatening reactions in persons with Soy allergies. No illnesses have been reported to date as a result of this situation.
Duncan Hines is distributed by Procter & Gamble through national food retail stores in Canada. Retailers have been notified and any affected product is being removed from store shelves. The Canadian Food Inspection Agency has been notified. No products outside of Canada are involved.
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
ALLERGY ALERT - UNDECLARED SOY PROTEIN AND SOY LECITHIN IN DUNCAN HINES WHITE CAKE MIX
Media Inquiries: Mary L. Murtha (416) 730-4705
Toronto, March 26, 1998 - Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto are warning people with Soybean allergies not to consume Duncan Hines White cake mix (lot code 8028E2, embossed on the top flap of the package, UPC 56100 10710)because the product label does not list ""Soy protein and soy lecithin"" as ingredients. No other Duncan Hines mixes are involved. This pertains only to product sold in Canada, and only people with soy allergies are affected.
There are 12,000 packages of Duncan Hines White Cake mix being recalled because they contain a different flavour of cake mix. As a result, there is undeclared Soy in the mix which may cause serious or life-threatening reactions in persons with Soy allergies. No illnesses have been reported to date as a result of this situation.
Duncan Hines is distributed by Procter & Gamble through national food retail stores in Canada. Retailers have been notified and any affected product is being removed from store shelves. The Canadian Food Inspection Agency has been notified. No products outside of Canada are involved.
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
Media Inquiries: Mary L. Murtha (416) 730-4705
Toronto, March 26, 1998 - Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto are warning people with Soybean allergies not to consume Duncan Hines White cake mix (lot code 8028E2, embossed on the top flap of the package, UPC 56100 10710)because the product label does not list ""Soy protein and soy lecithin"" as ingredients. No other Duncan Hines mixes are involved. This pertains only to product sold in Canada, and only people with soy allergies are affected.
There are 12,000 packages of Duncan Hines White Cake mix being recalled because they contain a different flavour of cake mix. As a result, there is undeclared Soy in the mix which may cause serious or life-threatening reactions in persons with Soy allergies. No illnesses have been reported to date as a result of this situation.
Duncan Hines is distributed by Procter & Gamble through national food retail stores in Canada. Retailers have been notified and any affected product is being removed from store shelves. The Canadian Food Inspection Agency has been notified. No products outside of Canada are involved.
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
Toronto, March 26, 1998 - Aurora Foods of Columbus Ohio in conjunction with Procter & Gamble of Toronto are warning people with Soybean allergies not to consume Duncan Hines White cake mix (lot code 8028E2, embossed on the top flap of the package, UPC 56100 10710)because the product label does not list ""Soy protein and soy lecithin"" as ingredients. No other Duncan Hines mixes are involved. This pertains only to product sold in Canada, and only people with soy allergies are affected.
There are 12,000 packages of Duncan Hines White Cake mix being recalled because they contain a different flavour of cake mix. As a result, there is undeclared Soy in the mix which may cause serious or life-threatening reactions in persons with Soy allergies. No illnesses have been reported to date as a result of this situation.
Duncan Hines is distributed by Procter & Gamble through national food retail stores in Canada. Retailers have been notified and any affected product is being removed from store shelves. The Canadian Food Inspection Agency has been notified. No products outside of Canada are involved.
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
There are 12,000 packages of Duncan Hines White Cake mix being recalled because they contain a different flavour of cake mix. As a result, there is undeclared Soy in the mix which may cause serious or life-threatening reactions in persons with Soy allergies. No illnesses have been reported to date as a result of this situation.
Duncan Hines is distributed by Procter & Gamble through national food retail stores in Canada. Retailers have been notified and any affected product is being removed from store shelves. The Canadian Food Inspection Agency has been notified. No products outside of Canada are involved.
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
Duncan Hines is distributed by Procter & Gamble through national food retail stores in Canada. Retailers have been notified and any affected product is being removed from store shelves. The Canadian Food Inspection Agency has been notified. No products outside of Canada are involved.
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
Consumers who have purchased the White Cake product of this specific code can return it to the store from which it was purchased for a full refund, or may dispose of the product and call 1-800-346-4678 for a refund.
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
The line of Duncan Hines products has recently been purchased by Aurora Foods, from Procter & Gamble, and P&G continues to distribute Duncan Hines in Canada during the transition.
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
End of Company Transmission
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
- 30 -
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153
Canadian Food Inspection Agency Gisèle Aucoin Food Division Nepean, Ontario Telephone (613) 225-2342, ext. 4395 Cellular (613) 290-0153","1. Allergy
2. Hazard
3. Soy
4. Lecithin
5. Duncan Hines
6. White cake mix

Terms related to food:
1. Allergy
2. Hazard
3. Soy
4. Lecithin
5. Duncan Hines
6. White cake mix

Terms related to food safety:
1. Hazard
2. Lecithin
3. Soy

Terms related to food-related hazards:
1.",allergens,cereals and bakery products,soybeans and products thereof,cakes
1998,4,6,us,Recall Notification: FSIS-017-98,"Case Number: 017-98  Recall Notification Report:   
            RNR017-98
    
            Date Opened: 06/04/1998   
            Date Closed: 03/02/1999 
    
            Recall Class:  1   
            Press Release (Y/N):   
            Y
    
            Domestic Est. Number:  18854  M   
              Name:  Shahbaz Meat Products
    
            Imported Product (Y/N):  N       
            Foreign Estab. Number:  N/A
    
            City:  Sun Valley    
            State:  CA   
            Country:  USA
    
            Product:  Dry Sausage
    
            Problem:  BACTERIA   
            Description: LISTERIA
    
            Total Pounds Recalled:  272   
            Pounds Recovered:  238","food, recall, notification, hazard, safety, inspection, inspectional, inspection, inspectional safety, inspectional safety measures.

Hazard-related terms:
- Hazard
- Safety
- Inspection

Food-related terms:
- Food
- Recall
- Inspection
- Inspectional
- Inspectional safety

Combining the two lists:

- Food
- Recall
- Hazard
- Inspection
- Inspectional
- Inspectional safety
- Inspectional safety measures
- Safety
- Inspection",biological,"meat, egg and dairy products",listeria monocytogenes,dry sausage
1998,4,17,au,Allfect Ltd—Ghost Drop Lollies,PRA No. 1998/3522 Date published 17 Apr 1998 Product description 4.5gm What are the defects? Possibility Product May Contain Metal Shavings What are the hazards? Contamination What should consumers do? Customers To Return Product To Suppliers Supplier Allfect Ltd Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery × Close,"Ghost, Drop, Lollies

Hazard-related terms: Ghost, Drop

Food-related terms: Lollies

Extracting the relevant terms from the title:

* Ghost
* Drop
* Lollies

These terms relate to food and a company called Allfect Ltd, suggesting that the company may be involved in the production or sale of lollies.",foreign bodies,confectionery,metal fragment,candies
1998,5,11,us,Recall Notification: FSIS-037-98,"Case Number: 037-98  Recall Notification Report:   
            RNR037-98
    
            Date Opened: 11/05/1998   
            Date Closed: 04/21/1999 
    
            Recall Class:  1   
            Press Release (Y/N):   
            y
    
            Domestic Est. Number:  00245C M   
              Name:  IBP Inc.
    
            Imported Product (Y/N):  N       
            Foreign Estab. Number:  N/A
    
            City:  Dakota City    
            State:  NE   
            Country:  USA
    
            Product:  Coarse and fine ground beef
    
            Problem:  BACTERIA   
            Description: E. COLI O157:H7
    
            Total Pounds Recalled:  556,226   
            Pounds Recovered:  171,595","- Hazard
- Food
- Recall
- Notice
- Food Safety Inspection

Hazard-related terms:
- Food Safety Inspection

Note: The term 'Food Safety Inspection' is related to food safety and is a hazard-related term. 

- Hazard
- Food
- Recall
- Notice
- Food Safety Inspection
- Safety 

Hazard-related terms:
- Food Safety Inspection
- Safety 

Note: The terms 'Food Safety Inspection' and 'Safety' are related to food",biological,"meat, egg and dairy products",escherichia coli,ground beef
1998,6,7,us,Recall Notification: FSIS-020-98,"Case Number: 020-98  Recall Notification Report:   
            RNR020-98
    
            Date Opened: 07/06/1998   
            Date Closed: 09/11/1998 
    
            Recall Class:  1   
            Press Release (Y/N):  N
    
            Domestic Est. Number:  04705  M   
              Name:  Purdy & Sons
    
            Imported Product (Y/N):  N       
            Foreign Estab. Number:  N/A
    
            City:  Sherburne    
            State:  NY   
            Country:  USA
    
            Product:  Ground Beef
    
            Problem:  BACTERIA   
            Description: E. COLI O157:H7
    
            Total Pounds Recalled:  220   
            Pounds Recovered:  20","Food Safety and Inspection Service, Hazard, Recall, Notification, FSIS, Food Safety Inspection Service, 1998

Hazard-related terms: 
Food Safety Inspection Service, Hazard, Recall, Notification, FSIS, Food Safety Inspection Service, 1998, 1998

Food Safety and Inspection Service

Note: The term 'FSIS' is used twice in the title, which is unusual and could be interpreted as a mistake. However, it is likely a typo and the intended",biological,"meat, egg and dairy products",escherichia coli,ground beef
1998,6,10,au,Alba Gelati,PRA No. 1998/3555 Date published 10 Jun 1998 Product description All Flavours & Use By Dates. Identifying features N/A What are the defects? Possible Salmonella Contamination. What are the hazards? Contamination What should consumers do? Discard Product Or Return To Alba Gelati. For Further Information Tel.: 08 8337 9933. Supplier Alba Gelati Pty Ltd Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Chilled and frozen × Close,"Gelati, Alba, Hazards, Food, Risks

Extracted Hazard: Gelati

Extracted Food-related term: Gelati

The term 'Alba' is also related to food, as Alba Gelati is a type of gelato.",biological,ices and desserts,salmonella,ice cream
1998,6,29,au,Franklins Limited—Frozen Chicken Nuggets,"PRA No. 1998/3575 Date published 29 Jun 1998 Product description No Frills - All Use By Dates - 500g Packets. Distributed Through Franklins No Frills, Big Fresh And Fresh Stores. What are the defects? Labelling Issue - Confusion Regarding Cooking Instructions As This Product Is Not A Pre-cooked Product And Must Be Cooked According To The Packet. What are the hazards? Labelling What should consumers do? Either Follow The Cooking Instructions Provided Or Return To The Nearest Franklins Store For A Full Refund. Supplier Franklins Limited Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Chilled and frozen × Close","Frozen, Chicken, Nuggets, Hazard, Risk, Food, Safety, Labeling, Ingredients, Allergen, Cross-contamination, Cooking, Temperature.

Extracted terms: 

* Frozen
* Chicken
* Nuggets
* Hazard
* Risk
* Food
* Safety
* Labeling
* Ingredients
* Allergen
* Cross-contamination
* Cooking
* Temperature 

These terms relate to food and safety, and are likely to be relevant to the food industry, including",fraud,"meat, egg and dairy products",incorrect labeling,chicken based products
1998,8,5,au,Franklins Ltd—Big Fresh & Franklins Fresh Labelled Cakes,"PRA No. 1998/3613 Date published 5 Aug 1998 Product description Cakes - Apple Crunch, Blueberry & Apple Crunch, Apricot Crunch , & Sticky Date Pudding. All Use By Dates (short Life Product). 250gm. What are the defects? An Ingredient (non Fat Milk Solids) Was Omitted From The Label. What are the hazards? Labelling What should consumers do? Customers Who Are Allergic To Non Fat Milk Solids Are Advised Not To Consume The Product But Return To Franklins For A Full Refund. Further Enquiries Phone 1800 621 111. Supplier Franklins Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Confectionery × Close","- Fresh
- Labelled
- Cakes
- Hazard

Note: The term 'Franklins' is likely a brand name, and 'Big Fresh' and 'Franklins Fresh' are likely labels or packaging names.

Extracted terms:

- Fresh
- Labelled
- Hazard
- Big Fresh
- Franklins
- Cakes
- Franklins Fresh",allergens,cereals and bakery products,milk and products thereof,cakes
1998,8,10,au,Tarac Australia—Beenleigh Dark Rum,PRA No. 1998/3617 Date published 10 Aug 1998 Product description 700ml Glass Bottle. Distributed By AIW Who Supply Safeway And Woolworths. Identifying features Bottle Code - 19698-86. Carton Code - 15-7-98. What are the defects? May Be Contaminated With Glass Fragments. What are the hazards? Contamination What should consumers do? Return To Place Of Purchase For A Full Refund Either In Cash Or Replacement Product. Any Queries Phone The Corporate Affairs Manager On 08 8562 1522. Supplier Tarac Australia Pty Ltd Where the product was sold Nationally Coordinating agency Food Standards Australia New Zealand is the coordinating agency for this recall. Product category Drinks × Close,"Australia, Dark Rum, Beenleigh

Extract the following hazard-related terms: 

* Risk
* Hazard
* Danger
* Risk management
* Hazard control

Extract the following food-related terms: 

* Rum
* Dark

Note: Some of these terms may have broader meanings or connotations, but in the context of this exercise, they are being used to identify terms that are related to the specific theme of ""food-related"" and ""hazard-related"" terms. 

Additional terms that",foreign bodies,alcoholic beverages,glass fragment,rum
